training with model_path ./checkpoint/resnet18_SSL_reinforcement_0417.pth
Device: cuda
Number of train images is 20000
[17/40] Train batch: 159 / 173
[17/40] Train batch: 160 / 173
[17/40] Train batch: 161 / 173
[17/40] Train batch: 162 / 173
[17/40] Train batch: 163 / 173
[17/40] Train batch: 164 / 173
[17/40] Train batch: 165 / 173
[17/40] Train batch: 166 / 173
[17/40] Train batch: 167 / 173
[17/40] Train batch: 168 / 173
[17/40] Train batch: 169 / 173
[17/40] Train batch: 170 / 173
[17/40] Train batch: 171 / 173
[17/40] Train batch: 172 / 173
[17/40] Train batch: 173 / 173
[17/40] 14.74 sec(s) Train Acc: 0.84802 | Train Loss: 0.43249

[17/40] Train batch: 1 / 173
[17/40] Train batch: 2 / 173
[17/40] Train batch: 3 / 173
[17/40] Train batch: 4 / 173
[17/40] Train batch: 5 / 173
[17/40] Train batch: 6 / 173
[17/40] Train batch: 7 / 173
[17/40] Train batch: 8 / 173
[17/40] Train batch: 9 / 173
[17/40] Train batch: 10 / 173
[17/40] Train batch: 11 / 173
[17/40] Train batch: 12 / 173
[17/40] Train batch: 13 / 173
[17/40] Train batch: 14 / 173
[17/40] Train batch: 15 / 173
[17/40] Train batch: 16 / 173
[17/40] Train batch: 17 / 173
[17/40] Train batch: 18 / 173
[17/40] Train batch: 19 / 173
[17/40] Train batch: 20 / 173
[17/40] 0.54 sec(s) Val Acc: 0.92080 | Val Loss: 0.25208

[18/40] Train batch: 1 / 173
[18/40] Train batch: 2 / 173
[18/40] Train batch: 3 / 173
[18/40] Train batch: 4 / 173
[18/40] Train batch: 5 / 173
[18/40] Train batch: 6 / 173
[18/40] Train batch: 7 / 173
[18/40] Train batch: 8 / 173
[18/40] Train batch: 9 / 173
[18/40] Train batch: 10 / 173
[18/40] Train batch: 11 / 173
[18/40] Train batch: 12 / 173
[18/40] Train batch: 13 / 173
[18/40] Train batch: 14 / 173
[18/40] Train batch: 15 / 173
[18/40] Train batch: 16 / 173
[18/40] Train batch: 17 / 173
[18/40] Train batch: 18 / 173
[18/40] Train batch: 19 / 173
[18/40] Train batch: 20 / 173
[18/40] Train batch: 21 / 173
[18/40] Train batch: 22 / 173
[18/40] Train batch: 23 / 173
[18/40] Train batch: 24 / 173
[18/40] Train batch: 25 / 173
[18/40] Train batch: 26 / 173
[18/40] Train batch: 27 / 173
[18/40] Train batch: 28 / 173
[18/40] Train batch: 29 / 173
[18/40] Train batch: 30 / 173
[18/40] Train batch: 31 / 173
[18/40] Train batch: 32 / 173
[18/40] Train batch: 33 / 173
[18/40] Train batch: 34 / 173
[18/40] Train batch: 35 / 173
[18/40] Train batch: 36 / 173
[18/40] Train batch: 37 / 173
[18/40] Train batch: 38 / 173
[18/40] Train batch: 39 / 173
[18/40] Train batch: 40 / 173
[18/40] Train batch: 41 / 173
[18/40] Train batch: 42 / 173
[18/40] Train batch: 43 / 173
[18/40] Train batch: 44 / 173
[18/40] Train batch: 45 / 173
[18/40] Train batch: 46 / 173
[18/40] Train batch: 47 / 173
[18/40] Train batch: 48 / 173
[18/40] Train batch: 49 / 173
[18/40] Train batch: 50 / 173
[18/40] Train batch: 51 / 173
[18/40] Train batch: 52 / 173
[18/40] Train batch: 53 / 173
[18/40] Train batch: 54 / 173
[18/40] Train batch: 55 / 173
[18/40] Train batch: 56 / 173
[18/40] Train batch: 57 / 173
[18/40] Train batch: 58 / 173
[18/40] Train batch: 59 / 173
[18/40] Train batch: 60 / 173
[18/40] Train batch: 61 / 173
[18/40] Train batch: 62 / 173
[18/40] Train batch: 63 / 173
[18/40] Train batch: 64 / 173
[18/40] Train batch: 65 / 173
[18/40] Train batch: 66 / 173
[18/40] Train batch: 67 / 173
[18/40] Train batch: 68 / 173
[18/40] Train batch: 69 / 173
[18/40] Train batch: 70 / 173
[18/40] Train batch: 71 / 173
[18/40] Train batch: 72 / 173
[18/40] Train batch: 73 / 173
[18/40] Train batch: 74 / 173
[18/40] Train batch: 75 / 173
[18/40] Train batch: 76 / 173
[18/40] Train batch: 77 / 173
[18/40] Train batch: 78 / 173
[18/40] Train batch: 79 / 173
[18/40] Train batch: 80 / 173
[18/40] Train batch: 81 / 173
[18/40] Train batch: 82 / 173
[18/40] Train batch: 83 / 173
[18/40] Train batch: 84 / 173
[18/40] Train batch: 85 / 173
[18/40] Train batch: 86 / 173
[18/40] Train batch: 87 / 173
[18/40] Train batch: 88 / 173
[18/40] Train batch: 89 / 173
[18/40] Train batch: 90 / 173
[18/40] Train batch: 91 / 173
[18/40] Train batch: 92 / 173
[18/40] Train batch: 93 / 173
[18/40] Train batch: 94 / 173
[18/40] Train batch: 95 / 173
[18/40] Train batch: 96 / 173
[18/40] Train batch: 97 / 173
[18/40] Train batch: 98 / 173
[18/40] Train batch: 99 / 173
[18/40] Train batch: 100 / 173
[18/40] Train batch: 101 / 173
[18/40] Train batch: 102 / 173
[18/40] Train batch: 103 / 173
[18/40] Train batch: 104 / 173
[18/40] Train batch: 105 / 173
[18/40] Train batch: 106 / 173
[18/40] Train batch: 107 / 173
[18/40] Train batch: 108 / 173
[18/40] Train batch: 109 / 173
[18/40] Train batch: 110 / 173
[18/40] Train batch: 111 / 173
[18/40] Train batch: 112 / 173
[18/40] Train batch: 113 / 173
[18/40] Train batch: 114 / 173
[18/40] Train batch: 115 / 173
[18/40] Train batch: 116 / 173
[18/40] Train batch: 117 / 173
[18/40] Train batch: 118 / 173
[18/40] Train batch: 119 / 173
[18/40] Train batch: 120 / 173
[18/40] Train batch: 121 / 173
[18/40] Train batch: 122 / 173
[18/40] Train batch: 123 / 173
[18/40] Train batch: 124 / 173
[18/40] Train batch: 125 / 173
[18/40] Train batch: 126 / 173
[18/40] Train batch: 127 / 173
[18/40] Train batch: 128 / 173
[18/40] Train batch: 129 / 173
[18/40] Train batch: 130 / 173
[18/40] Train batch: 131 / 173
[18/40] Train batch: 132 / 173
[18/40] Train batch: 133 / 173
[18/40] Train batch: 134 / 173
[18/40] Train batch: 135 / 173
[18/40] Train batch: 136 / 173
[18/40] Train batch: 137 / 173
[18/40] Train batch: 138 / 173
[18/40] Train batch: 139 / 173
[18/40] Train batch: 140 / 173
[18/40] Train batch: 141 / 173
[18/40] Train batch: 142 / 173
[18/40] Train batch: 143 / 173
[18/40] Train batch: 144 / 173
[18/40] Train batch: 145 / 173
[18/40] Train batch: 146 / 173
[18/40] Train batch: 147 / 173
[18/40] Train batch: 148 / 173
[18/40] Train batch: 149 / 173
[18/40] Train batch: 150 / 173
[18/40] Train batch: 151 / 173
[18/40] Train batch: 152 / 173
[18/40] Train batch: 153 / 173
[18/40] Train batch: 154 / 173
[18/40] Train batch: 155 / 173
[18/40] Train batch: 156 / 173
[18/40] Train batch: 157 / 173
[18/40] Train batch: 158 / 173
[18/40] Train batch: 159 / 173
[18/40] Train batch: 160 / 173
[18/40] Train batch: 161 / 173
[18/40] Train batch: 162 / 173
[18/40] Train batch: 163 / 173
[18/40] Train batch: 164 / 173
[18/40] Train batch: 165 / 173
[18/40] Train batch: 166 / 173
[18/40] Train batch: 167 / 173
[18/40] Train batch: 168 / 173
[18/40] Train batch: 169 / 173
[18/40] Train batch: 170 / 173
[18/40] Train batch: 171 / 173
[18/40] Train batch: 172 / 173
[18/40] Train batch: 173 / 173
[18/40] 14.64 sec(s) Train Acc: 0.85031 | Train Loss: 0.42728

[18/40] Train batch: 1 / 173
[18/40] Train batch: 2 / 173
[18/40] Train batch: 3 / 173
[18/40] Train batch: 4 / 173
[18/40] Train batch: 5 / 173
[18/40] Train batch: 6 / 173
[18/40] Train batch: 7 / 173
[18/40] Train batch: 8 / 173
[18/40] Train batch: 9 / 173
[18/40] Train batch: 10 / 173
[18/40] Train batch: 11 / 173
[18/40] Train batch: 12 / 173
[18/40] Train batch: 13 / 173
[18/40] Train batch: 14 / 173
[18/40] Train batch: 15 / 173
[18/40] Train batch: 16 / 173
[18/40] Train batch: 17 / 173
[18/40] Train batch: 18 / 173
[18/40] Train batch: 19 / 173
[18/40] Train batch: 20 / 173
[18/40] 0.64 sec(s) Val Acc: 0.91920 | Val Loss: 0.25376

[19/40] Train batch: 1 / 173
[19/40] Train batch: 2 / 173
[19/40] Train batch: 3 / 173
[19/40] Train batch: 4 / 173
[19/40] Train batch: 5 / 173
[19/40] Train batch: 6 / 173
[19/40] Train batch: 7 / 173
[19/40] Train batch: 8 / 173
[19/40] Train batch: 9 / 173
[19/40] Train batch: 10 / 173
[19/40] Train batch: 11 / 173
[19/40] Train batch: 12 / 173
[19/40] Train batch: 13 / 173
[19/40] Train batch: 14 / 173
[19/40] Train batch: 15 / 173
[19/40] Train batch: 16 / 173
[19/40] Train batch: 17 / 173
[19/40] Train batch: 18 / 173
[19/40] Train batch: 19 / 173
[19/40] Train batch: 20 / 173
[19/40] Train batch: 21 / 173
[19/40] Train batch: 22 / 173
[19/40] Train batch: 23 / 173
[19/40] Train batch: 24 / 173
[19/40] Train batch: 25 / 173
[19/40] Train batch: 26 / 173
[19/40] Train batch: 27 / 173
[19/40] Train batch: 28 / 173
[19/40] Train batch: 29 / 173
[19/40] Train batch: 30 / 173
[19/40] Train batch: 31 / 173
[19/40] Train batch: 32 / 173
[19/40] Train batch: 33 / 173
[19/40] Train batch: 34 / 173
[19/40] Train batch: 35 / 173
[19/40] Train batch: 36 / 173
[19/40] Train batch: 37 / 173
[19/40] Train batch: 38 / 173
[19/40] Train batch: 39 / 173
[19/40] Train batch: 40 / 173
[19/40] Train batch: 41 / 173
[19/40] Train batch: 42 / 173
[19/40] Train batch: 43 / 173
[19/40] Train batch: 44 / 173
[19/40] Train batch: 45 / 173
[19/40] Train batch: 46 / 173
[19/40] Train batch: 47 / 173
[19/40] Train batch: 48 / 173
[19/40] Train batch: 49 / 173
[19/40] Train batch: 50 / 173
[19/40] Train batch: 51 / 173
[19/40] Train batch: 52 / 173
[19/40] Train batch: 53 / 173
[19/40] Train batch: 54 / 173
[19/40] Train batch: 55 / 173
[19/40] Train batch: 56 / 173
[19/40] Train batch: 57 / 173
[19/40] Train batch: 58 / 173
[19/40] Train batch: 59 / 173
[19/40] Train batch: 60 / 173
[19/40] Train batch: 61 / 173
[19/40] Train batch: 62 / 173
[19/40] Train batch: 63 / 173
[19/40] Train batch: 64 / 173
[19/40] Train batch: 65 / 173
[19/40] Train batch: 66 / 173
[19/40] Train batch: 67 / 173
[19/40] Train batch: 68 / 173
[19/40] Train batch: 69 / 173
[19/40] Train batch: 70 / 173
[19/40] Train batch: 71 / 173
[19/40] Train batch: 72 / 173
[19/40] Train batch: 73 / 173
[19/40] Train batch: 74 / 173
[19/40] Train batch: 75 / 173
[19/40] Train batch: 76 / 173
[19/40] Train batch: 77 / 173
[19/40] Train batch: 78 / 173
[19/40] Train batch: 79 / 173
[19/40] Train batch: 80 / 173
[19/40] Train batch: 81 / 173
[19/40] Train batch: 82 / 173
[19/40] Train batch: 83 / 173
[19/40] Train batch: 84 / 173
[19/40] Train batch: 85 / 173
[19/40] Train batch: 86 / 173
[19/40] Train batch: 87 / 173
[19/40] Train batch: 88 / 173
[19/40] Train batch: 89 / 173
[19/40] Train batch: 90 / 173
[19/40] Train batch: 91 / 173
[19/40] Train batch: 92 / 173
[19/40] Train batch: 93 / 173
[19/40] Train batch: 94 / 173
[19/40] Train batch: 95 / 173
[19/40] Train batch: 96 / 173
[19/40] Train batch: 97 / 173
[19/40] Train batch: 98 / 173
[19/40] Train batch: 99 / 173
[19/40] Train batch: 100 / 173
[19/40] Train batch: 101 / 173
[19/40] Train batch: 102 / 173
[19/40] Train batch: 103 / 173
[19/40] Train batch: 104 / 173
[19/40] Train batch: 105 / 173
[19/40] Train batch: 106 / 173
[19/40] Train batch: 107 / 173
[19/40] Train batch: 108 / 173
[19/40] Train batch: 109 / 173
[19/40] Train batch: 110 / 173
[19/40] Train batch: 111 / 173
[19/40] Train batch: 112 / 173
[19/40] Train batch: 113 / 173
[19/40] Train batch: 114 / 173
[19/40] Train batch: 115 / 173
[19/40] Train batch: 116 / 173
[19/40] Train batch: 117 / 173
[19/40] Train batch: 118 / 173
[19/40] Train batch: 119 / 173
[19/40] Train batch: 120 / 173
[19/40] Train batch: 121 / 173
[19/40] Train batch: 122 / 173
[19/40] Train batch: 123 / 173
[19/40] Train batch: 124 / 173
[19/40] Train batch: 125 / 173
[19/40] Train batch: 126 / 173
[19/40] Train batch: 127 / 173
[19/40] Train batch: 128 / 173
[19/40] Train batch: 129 / 173
[19/40] Train batch: 130 / 173
[19/40] Train batch: 131 / 173
[19/40] Train batch: 132 / 173
[19/40] Train batch: 133 / 173
[19/40] Train batch: 134 / 173
[19/40] Train batch: 135 / 173
[19/40] Train batch: 136 / 173
[19/40] Train batch: 137 / 173
[19/40] Train batch: 138 / 173
[19/40] Train batch: 139 / 173
[19/40] Train batch: 140 / 173
[19/40] Train batch: 141 / 173
[19/40] Train batch: 142 / 173
[19/40] Train batch: 143 / 173
[19/40] Train batch: 144 / 173
[19/40] Train batch: 145 / 173
[19/40] Train batch: 146 / 173
[19/40] Train batch: 147 / 173
[19/40] Train batch: 148 / 173
[19/40] Train batch: 149 / 173
[19/40] Train batch: 150 / 173
[19/40] Train batch: 151 / 173
[19/40] Train batch: 152 / 173
[19/40] Train batch: 153 / 173
[19/40] Train batch: 154 / 173
[19/40] Train batch: 155 / 173
[19/40] Train batch: 156 / 173
[19/40] Train batch: 157 / 173
[19/40] Train batch: 158 / 173
[19/40] Train batch: 159 / 173
[19/40] Train batch: 160 / 173
[19/40] Train batch: 161 / 173
[19/40] Train batch: 162 / 173
[19/40] Train batch: 163 / 173
[19/40] Train batch: 164 / 173
[19/40] Train batch: 165 / 173
[19/40] Train batch: 166 / 173
[19/40] Train batch: 167 / 173
[19/40] Train batch: 168 / 173
[19/40] Train batch: 169 / 173
[19/40] Train batch: 170 / 173
[19/40] Train batch: 171 / 173
[19/40] Train batch: 172 / 173
[19/40] Train batch: 173 / 173
[19/40] 14.61 sec(s) Train Acc: 0.84784 | Train Loss: 0.43063

[19/40] Train batch: 1 / 173
[19/40] Train batch: 2 / 173
[19/40] Train batch: 3 / 173
[19/40] Train batch: 4 / 173
[19/40] Train batch: 5 / 173
[19/40] Train batch: 6 / 173
[19/40] Train batch: 7 / 173
[19/40] Train batch: 8 / 173
[19/40] Train batch: 9 / 173
[19/40] Train batch: 10 / 173
[19/40] Train batch: 11 / 173
[19/40] Train batch: 12 / 173
[19/40] Train batch: 13 / 173
[19/40] Train batch: 14 / 173
[19/40] Train batch: 15 / 173
[19/40] Train batch: 16 / 173
[19/40] Train batch: 17 / 173
[19/40] Train batch: 18 / 173
[19/40] Train batch: 19 / 173
[19/40] Train batch: 20 / 173
[19/40] 0.70 sec(s) Val Acc: 0.92060 | Val Loss: 0.25172

[20/40] Train batch: 1 / 173
[20/40] Train batch: 2 / 173
[20/40] Train batch: 3 / 173
[20/40] Train batch: 4 / 173
[20/40] Train batch: 5 / 173
[20/40] Train batch: 6 / 173
[20/40] Train batch: 7 / 173
[20/40] Train batch: 8 / 173
[20/40] Train batch: 9 / 173
[20/40] Train batch: 10 / 173
[20/40] Train batch: 11 / 173
[20/40] Train batch: 12 / 173
[20/40] Train batch: 13 / 173
[20/40] Train batch: 14 / 173
[20/40] Train batch: 15 / 173
[20/40] Train batch: 16 / 173
[20/40] Train batch: 17 / 173
[20/40] Train batch: 18 / 173
[20/40] Train batch: 19 / 173
[20/40] Train batch: 20 / 173
[20/40] Train batch: 21 / 173
[20/40] Train batch: 22 / 173
[20/40] Train batch: 23 / 173
[20/40] Train batch: 24 / 173
[20/40] Train batch: 25 / 173
[20/40] Train batch: 26 / 173
[20/40] Train batch: 27 / 173
[20/40] Train batch: 28 / 173
[20/40] Train batch: 29 / 173
[20/40] Train batch: 30 / 173
[20/40] Train batch: 31 / 173
[20/40] Train batch: 32 / 173
[20/40] Train batch: 33 / 173
[20/40] Train batch: 34 / 173
[20/40] Train batch: 35 / 173
[20/40] Train batch: 36 / 173
[20/40] Train batch: 37 / 173
[20/40] Train batch: 38 / 173
[20/40] Train batch: 39 / 173
[20/40] Train batch: 40 / 173
[20/40] Train batch: 41 / 173
[20/40] Train batch: 42 / 173
[20/40] Train batch: 43 / 173
[20/40] Train batch: 44 / 173
[20/40] Train batch: 45 / 173
[20/40] Train batch: 46 / 173
[20/40] Train batch: 47 / 173
[20/40] Train batch: 48 / 173
[20/40] Train batch: 49 / 173
[20/40] Train batch: 50 / 173
[20/40] Train batch: 51 / 173
[20/40] Train batch: 52 / 173
[20/40] Train batch: 53 / 173
[20/40] Train batch: 54 / 173
[20/40] Train batch: 55 / 173
[20/40] Train batch: 56 / 173
[20/40] Train batch: 57 / 173
[20/40] Train batch: 58 / 173
[20/40] Train batch: 59 / 173
[20/40] Train batch: 60 / 173
[20/40] Train batch: 61 / 173
[20/40] Train batch: 62 / 173
[20/40] Train batch: 63 / 173
[20/40] Train batch: 64 / 173
[20/40] Train batch: 65 / 173
[20/40] Train batch: 66 / 173
[20/40] Train batch: 67 / 173
[20/40] Train batch: 68 / 173
[20/40] Train batch: 69 / 173
[20/40] Train batch: 70 / 173
[20/40] Train batch: 71 / 173
[20/40] Train batch: 72 / 173
[20/40] Train batch: 73 / 173
[20/40] Train batch: 74 / 173
[20/40] Train batch: 75 / 173
[20/40] Train batch: 76 / 173
[20/40] Train batch: 77 / 173
[20/40] Train batch: 78 / 173
[20/40] Train batch: 79 / 173
[20/40] Train batch: 80 / 173
[20/40] Train batch: 81 / 173
[20/40] Train batch: 82 / 173
[20/40] Train batch: 83 / 173
[20/40] Train batch: 84 / 173
[20/40] Train batch: 85 / 173
[20/40] Train batch: 86 / 173
[20/40] Train batch: 87 / 173
[20/40] Train batch: 88 / 173
[20/40] Train batch: 89 / 173
[20/40] Train batch: 90 / 173
[20/40] Train batch: 91 / 173
[20/40] Train batch: 92 / 173
[20/40] Train batch: 93 / 173
[20/40] Train batch: 94 / 173
[20/40] Train batch: 95 / 173
[20/40] Train batch: 96 / 173
[20/40] Train batch: 97 / 173
[20/40] Train batch: 98 / 173
[20/40] Train batch: 99 / 173
[20/40] Train batch: 100 / 173
[20/40] Train batch: 101 / 173
[20/40] Train batch: 102 / 173
[20/40] Train batch: 103 / 173
[20/40] Train batch: 104 / 173
[20/40] Train batch: 105 / 173
[20/40] Train batch: 106 / 173
[20/40] Train batch: 107 / 173
[20/40] Train batch: 108 / 173
[20/40] Train batch: 109 / 173
[20/40] Train batch: 110 / 173
[20/40] Train batch: 111 / 173
[20/40] Train batch: 112 / 173
[20/40] Train batch: 113 / 173
[20/40] Train batch: 114 / 173
[20/40] Train batch: 115 / 173
[20/40] Train batch: 116 / 173
[20/40] Train batch: 117 / 173
[20/40] Train batch: 118 / 173
[20/40] Train batch: 119 / 173
[20/40] Train batch: 120 / 173
[20/40] Train batch: 121 / 173
[20/40] Train batch: 122 / 173
[20/40] Train batch: 123 / 173
[20/40] Train batch: 124 / 173
[20/40] Train batch: 125 / 173
[20/40] Train batch: 126 / 173
[20/40] Train batch: 127 / 173
[20/40] Train batch: 128 / 173
[20/40] Train batch: 129 / 173
[20/40] Train batch: 130 / 173
[20/40] Train batch: 131 / 173
[20/40] Train batch: 132 / 173
[20/40] Train batch: 133 / 173
[20/40] Train batch: 134 / 173
[20/40] Train batch: 135 / 173
[20/40] Train batch: 136 / 173
[20/40] Train batch: 137 / 173
[20/40] Train batch: 138 / 173
[20/40] Train batch: 139 / 173
[20/40] Train batch: 140 / 173
[20/40] Train batch: 141 / 173
[20/40] Train batch: 142 / 173
[20/40] Train batch: 143 / 173
[20/40] Train batch: 144 / 173
[20/40] Train batch: 145 / 173
[20/40] Train batch: 146 / 173
[20/40] Train batch: 147 / 173
[20/40] Train batch: 148 / 173
[20/40] Train batch: 149 / 173
[20/40] Train batch: 150 / 173
[20/40] Train batch: 151 / 173
[20/40] Train batch: 152 / 173
[20/40] Train batch: 153 / 173
[20/40] Train batch: 154 / 173
[20/40] Train batch: 155 / 173
[20/40] Train batch: 156 / 173
[20/40] Train batch: 157 / 173
[20/40] Train batch: 158 / 173
[20/40] Train batch: 159 / 173
[20/40] Train batch: 160 / 173
[20/40] Train batch: 161 / 173
[20/40] Train batch: 162 / 173
[20/40] Train batch: 163 / 173
[20/40] Train batch: 164 / 173
[20/40] Train batch: 165 / 173
[20/40] Train batch: 166 / 173
[20/40] Train batch: 167 / 173
[20/40] Train batch: 168 / 173
[20/40] Train batch: 169 / 173
[20/40] Train batch: 170 / 173
[20/40] Train batch: 171 / 173
[20/40] Train batch: 172 / 173
[20/40] Train batch: 173 / 173
[20/40] 14.81 sec(s) Train Acc: 0.84734 | Train Loss: 0.43095

[20/40] Train batch: 1 / 173
[20/40] Train batch: 2 / 173
[20/40] Train batch: 3 / 173
[20/40] Train batch: 4 / 173
[20/40] Train batch: 5 / 173
[20/40] Train batch: 6 / 173
[20/40] Train batch: 7 / 173
[20/40] Train batch: 8 / 173
[20/40] Train batch: 9 / 173
[20/40] Train batch: 10 / 173
[20/40] Train batch: 11 / 173
[20/40] Train batch: 12 / 173
[20/40] Train batch: 13 / 173
[20/40] Train batch: 14 / 173
[20/40] Train batch: 15 / 173
[20/40] Train batch: 16 / 173
[20/40] Train batch: 17 / 173
[20/40] Train batch: 18 / 173
[20/40] Train batch: 19 / 173
[20/40] Train batch: 20 / 173
[20/40] 0.70 sec(s) Val Acc: 0.92060 | Val Loss: 0.25197

[21/40] Train batch: 1 / 173
[21/40] Train batch: 2 / 173
[21/40] Train batch: 3 / 173
[21/40] Train batch: 4 / 173
[21/40] Train batch: 5 / 173
[21/40] Train batch: 6 / 173
[21/40] Train batch: 7 / 173
[21/40] Train batch: 8 / 173
[21/40] Train batch: 9 / 173
[21/40] Train batch: 10 / 173
[21/40] Train batch: 11 / 173
[21/40] Train batch: 12 / 173
[21/40] Train batch: 13 / 173
[21/40] Train batch: 14 / 173
[21/40] Train batch: 15 / 173
[21/40] Train batch: 16 / 173
[21/40] Train batch: 17 / 173
[21/40] Train batch: 18 / 173
[21/40] Train batch: 19 / 173
[21/40] Train batch: 20 / 173
[21/40] Train batch: 21 / 173
[21/40] Train batch: 22 / 173
[21/40] Train batch: 23 / 173
[21/40] Train batch: 24 / 173
[21/40] Train batch: 25 / 173
[21/40] Train batch: 26 / 173
[21/40] Train batch: 27 / 173
[21/40] Train batch: 28 / 173
[21/40] Train batch: 29 / 173
[21/40] Train batch: 30 / 173
[21/40] Train batch: 31 / 173
[21/40] Train batch: 32 / 173
[21/40] Train batch: 33 / 173
[21/40] Train batch: 34 / 173
[21/40] Train batch: 35 / 173
[21/40] Train batch: 36 / 173
[21/40] Train batch: 37 / 173
[21/40] Train batch: 38 / 173
[21/40] Train batch: 39 / 173
